chinese,english,source,refs_list
女中丈夫,"a woman who possesses qualities traditionally associated with men, such as being brave, strong, and assertive",JSON,"['a woman who possesses qualities traditionally associated with men, such as being brave, strong, and assertive']"
百业萧条,all businesses are in decline,JSON,['all businesses are in decline']
渴骥奔泉,eager to achieve or fulfill a long-held desire,JSON,['eager to achieve or fulfill a long-held desire']
三三五五,a small group of people; a few people,JSON,"['a small group of people', 'a few people']"
金迷纸醉,obsessed with wealth and material pleasures,JSON,['obsessed with wealth and material pleasures']
切中时弊,"hitting the nail on the head"", ""addressing the current problem accurately",JSON,"[',']"
耳顺之年,"the prime of one's life, in a period of good fortune and success",JSON,"[""the prime of one's life, in a period of good fortune and success""]"
盘马弯弓,riding a horse and bending a bow,JSON,['riding a horse and bending a bow']
恶衣恶食,Living in poverty and having a poor quality of life,JSON,['living in poverty and having a poor quality of life']
松形鹤骨,"having a graceful and elegant figure, full of vitality",JSON,"['having a graceful and elegant figure, full of vitality']"
猫鼠同眠,"""sleeping together like a cat and a mouse"", meaning ""to have an uneasy truce with someone you don't trust""",JSON,"['sleeping together like a cat and a mouse', ""to have an uneasy truce with someone you don't trust""]"
精力充沛,energetic and full of vitality,JSON,['energetic and full of vitality']
道义之交,a relationship based on mutual trust and shared values,JSON,['a relationship based on mutual trust and shared values']
念兹在兹,to have deep thoughts or concerns about something,JSON,['to have deep thoughts or concerns about something']
论功封赏,rewarding someone based on their accomplishments and contributions,JSON,['rewarding someone based on their accomplishments and contributions']
赏不当功,rewarding improperly or failing to recognize someone's efforts,JSON,"[""rewarding improperly or failing to recognize someone's efforts""]"
昏头晕脑,feeling dizzy and confused; having a clouded mind,JSON,"['feeling dizzy and confused', 'having a clouded mind']"
风流儒雅,elegant and cultured,JSON,['elegant and cultured']
赍志以殁,sacrifice one's life for a noble cause,JSON,"[""sacrifice one's life for a noble cause""]"
哭丧着脸,"wearing a mournful face, pretending to be sad",JSON,"['wearing a mournful face, pretending to be sad']"
沥胆披肝,to pour out one's heart and soul,JSON,"[""to pour out one's heart and soul""]"
发聋振聩,shocking and inspiring people with powerful actions or words,JSON,['shocking and inspiring people with powerful actions or words']
雄伟壮观,majestic and grand,JSON,['majestic and grand']
赤身裸体,being completely exposed or vulnerable; not hiding anything,JSON,"['being completely exposed or vulnerable', 'not hiding anything']"
动荡不安,unstable or restless,JSON,['unstable or restless']
无边无垠,without boundaries or limits,JSON,['without boundaries or limits']
至善至美,the ultimate goodness and beauty,JSON,['the ultimate goodness and beauty']
民康物阜,peaceful and prosperous society with abundant resources,JSON,['peaceful and prosperous society with abundant resources']
高义薄云,high morals and principles that cannot be clouded by personal interests,JSON,['high morals and principles that cannot be clouded by personal interests']
汗马之功,great achievements resulting from hard work and dedication,JSON,['great achievements resulting from hard work and dedication']
协力同心,working together with unity and cooperation,JSON,['working together with unity and cooperation']
经天纬地,having exceptional knowledge and skills in various fields,JSON,['having exceptional knowledge and skills in various fields']
不足与谋,not worth consulting or seeking advice from,JSON,['not worth consulting or seeking advice from']
怏怏不悦,sulking or being displeased and unhappy,JSON,['sulking or being displeased and unhappy']
汗马之劳,hard work and great effort,JSON,['hard work and great effort']
允执厥中,adhering to one's principles and sticking to one's position,JSON,"[""adhering to one's principles and sticking to one's position""]"
喜逐颜开,to be overjoyed and smile from ear to ear,JSON,['to be overjoyed and smile from ear to ear']
一览无遗,"all in one glance, nothing is hidden",JSON,"['all in one glance, nothing is hidden']"
淡然置之,to remain indifferent and unaffected,JSON,['to remain indifferent and unaffected']
千姿万态,"various and diverse, in a multitude of forms and styles",JSON,"['various and diverse, in a multitude of forms and styles']"
意兴阑珊,"losing interest and enthusiasm in something, feeling bored or disheartened",JSON,"['losing interest and enthusiasm in something, feeling bored or disheartened']"
优游自在,living a carefree and relaxed life; enjoying freedom and ease,JSON,"['living a carefree and relaxed life', 'enjoying freedom and ease']"
议论纷纷,"Everyone is discussing and giving their opinions, causing a lot of debate.",JSON,"['everyone is discussing and giving their opinions, causing a lot of debate.']"
大肆铺张,excessively extravagant or lavish,JSON,['excessively extravagant or lavish']
步步高升,continuously moving up or advancing step by step,JSON,['continuously moving up or advancing step by step']
议论纷纭,diverse opinions and discussions,JSON,['diverse opinions and discussions']
来势汹汹,coming in a threatening manner; approaching rapidly and forcefully,JSON,"['coming in a threatening manner', 'approaching rapidly and forcefully']"
播弄是非,to create trouble and spread gossip,JSON,['to create trouble and spread gossip']
趑趄不前,hesitant and unwilling to move forward,JSON,['hesitant and unwilling to move forward']
一片丹心,unwavering loyalty or devotion,JSON,['unwavering loyalty or devotion']
光阴荏苒,time flies,JSON,['time flies']
山珍海味,"delicacies and gourmet foods, typically referring to a wide variety of high-quality and expensive dishes",JSON,"['delicacies and gourmet foods, typically referring to a wide variety of high-quality and expensive dishes']"
噬脐何及,being overly concerned with trivial matters and neglecting more important ones,JSON,['being overly concerned with trivial matters and neglecting more important ones']
永无止境,endless; having no limits or boundaries,JSON,"['endless', 'having no limits or boundaries']"
临崖勒马,"""to pull the reins of the horse on the edge of a cliff"", meaning ""to stop or change course at the last moment in order to avoid a disastrous outcome""",JSON,"['to pull the reins of the horse on the edge of a cliff', 'to stop or change course at the last moment in order to avoid a disastrous outcome']"
云开雾散,"the clouds disperse and the fog clears, indicating a situation is becoming clear and obstacles are being removed",JSON,"['the clouds disperse and the fog clears, indicating a situation is becoming clear and obstacles are being removed']"
